rooms,year_built,location,building_floor_num,garage,district,leasing,balcony,size_meters,door_type,apartment_floor_num,window_type,num_windows,floor_type
3 өрөө,2001,5-р хороолол,12,Байхгүй,Сүхбаатар,Лизинггүй,Тагтгүй,80.0,Төмөр вакум,5,Вакум,4,Паркет
2 өрөө,2020,16-р хороолол,7,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,44.0,Бүргэд,7,Вакум,3,Паркет
3 өрөө,1990,16-р хороолол,5,Байгаа,Баянзүрх,Лизинггүй,2 тагттай,70.0,Бүргэд,2,Вакум,4,Паркет
2 өрөө,2016,Бусад,9,Байхгүй,Хан-Уул,Банкны лизингтэй,1 тагттай,58.68,Бүргэд,2,Вакум,2,Паркет
3 өрөө,1985,10-р хороолол,9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,80.0,Бүргэд,2,Вакум,4,Паркет
2 өрөө,2011,1-р хороолол,14,Байхгүй,Баянгол,Лизинггүй,1 тагттай,56.3,Төмөр,4,Вакум,2,Ламинат
3 өрөө,2017,19-р хороолол,16,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,97.5,Бүргэд,11,Вакум,4,Паркет
2 өрөө,2020,Бусад,12,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,60.93,Бүргэд,6,Вакум,3,Паркет
2 өрөө,2020,Бусад,6,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,50.0,Бүргэд,4,Вакум,2,Паркет
2 өрөө,2009,10-р хороолол,9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,51.54,Бүргэд,7,Вакум,2,Паркет
4 өрөө,2015,120 мянгат,5,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,170.0,Бүргэд,3,Вакум,4,Мод
2 өрөө,2016,11-р хороолол,13,Байгаа,Сүхбаатар,Лизинггүй,Тагтгүй,40.0,Төмөр,10,Модон вакум,2,Паркет
2 өрөө,2012,10-р хороолол,16,Байгаа,Баянгол,Банкны лизингтэй,1 тагттай,46.0,Бүргэд,13,Вакум,2,Плита
2 өрөө,2007,Бусад,9,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,78.6,Бүргэд,3,Вакум,3,Паркет
2 өрөө,2006,"40, 50 мянгат",9,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,50.0,Төмөр вакум,4,Вакум,2,Паркет
3 өрөө,2020,King Tower,16,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,135.0,Төмөр вакум,11,Вакум,3,Паркет
2 өрөө,2012,Бусад,13,Байхгүй,Баянгол,Лизинггүй,1 тагттай,38.8,Бүргэд,10,Вакум,2,Паркет
3 өрөө,2020,Яармаг,13,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,74.0,Бүргэд,11,Вакум,4,Паркет
2 өрөө,2019,Олимп хотхон,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,76.1,Бүргэд,11,Вакум,2,Паркет
2 өрөө,2019,Яармаг,14,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,51.32,Бүргэд,9,Вакум,3,Паркет
1 өрөө,2020,10-р хороолол,9,Байгаа,Баянгол,Лизинггүй,1 тагттай,34.0,Бүргэд,3,Вакум,2,Паркет
3 өрөө,2002,Бусад,10,Байхгүй,Чингэлтэй,Лизинггүй,Тагтгүй,89.0,Бүргэд,9,Вакум,3,Паркет
4 өрөө,2019,Яармаг,5,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,83.0,Төмөр вакум,3,Вакум,5,Паркет
3 өрөө,2019,Яармаг,13,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,67.0,Бүргэд,7,Вакум,3,Паркет
2 өрөө,2013,Viva city,5,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,54.5,Төмөр,4,Вакум,4,Паркет
5+ өрөө,2016,Зайсан,3,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,145.0,Бүргэд,3,Вакум,8,Паркет
2 өрөө,1986,Бусад,3,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,20.0,Төмөр,3,Вакум,2,Паркет
2 өрөө,2017,11-р хороолол,10,Байхгүй,Хан-Уул,Банкны лизингтэй,Тагтгүй,70.0,Бүргэд,9,Вакум,4,Паркет
1 өрөө,1988,16-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,40.0,Бүргэд,4,Вакум,3,Паркет
2 өрөө,2000,21-р хороолол,6,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,50.0,Бүргэд,5,Вакум,2,Паркет
2 өрөө,2017,Баянмонгол хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,37.5,Бүргэд,1,Вакум,2,Паркет
1 өрөө,2010,Бусад,6,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,37.0,Бүргэд,4,Модон вакум,2,Паркет
2 өрөө,2015,1-р хороолол,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,43.0,Бүргэд,11,Вакум,2,Паркет
3 өрөө,2018,King Tower,12,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,92.0,Төмөр,8,Вакум,4,Паркет
3 өрөө,2019,21-р хороолол,5,Байгаа,Сонгино Хайрхан,Хувь лизингтэй,1 тагттай,56.74,Бүргэд,5,Вакум,2,Паркет
3 өрөө,1998,Сансар,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,59.0,Төмөр,4,Мод,4,Паркет
2 өрөө,2020,5 шар,6,Байгаа,Сонгино Хайрхан,Банкны лизингтэй,1 тагттай,50.0,Бүргэд,4,Вакум,3,Паркет
2 өрөө,2018,1-р хороолол,10,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,61.0,Бүргэд,4,Вакум,2,Паркет
2 өрөө,2014,Бусад,9,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,51.0,Бүргэд,5,Вакум,2,Паркет
3 өрөө,1986,Бага тойрог,4,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,40.0,Төмөр,4,Вакум,4,Паркет
3 өрөө,1988,Бага тойрог,5,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,70.0,Бүргэд,3,Вакум,4,Паркет
4 өрөө,2016,Japan town,16,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,169.0,Төмөр вакум,8,Төмөр вакум,7,Мод
5+ өрөө,2015,Зайсан,3,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,400.0,Мод,1,Вакум,8,Ламинат
1 өрөө,2010,Бусад,10,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,38.8,Бүргэд,4,Вакум,2,Паркет
3 өрөө,1992,11-р хороолол,9,Байхгүй,Сүхбаатар,Лизинггүй,2 тагттай,94.0,Бүргэд,8,Мод,4,Чулуу
2 өрөө,1995,13-р хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,55.0,Бүргэд,10,Мод,3,Паркет
1 өрөө,2018,Зайсан,6,Байхгүй,Хан-Уул,Банкны лизингтэй,1 тагттай,42.0,Төмөр,6,Вакум,1,Паркет
1 өрөө,2014,Нарны хороолол,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,49.0,Бүргэд,10,Вакум,1,Паркет
3 өрөө,1990,16-р хороолол,5,Байгаа,Баянзүрх,Лизинггүй,Тагтгүй,80.0,Төмөр вакум,1,Вакум,4,Паркет
2 өрөө,2007,Баянбүрд,10,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,52.0,Бүргэд,8,Вакум,2,Паркет
2 өрөө,2019,Яармаг,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,59.78,Мод,8,Вакум,2,Паркет
3 өрөө,2015,120 мянгат,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,86.0,Бүргэд,5,Вакум,6,Паркет
4 өрөө,2018,King Tower,16,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,167.0,Бүргэд,8,Вакум,5,Паркет
3 өрөө,2020,21-р хороолол,16,Байхгүй,Сонгино Хайрхан,Хувь лизингтэй,2 тагттай,53.5,Төмөр,4,Вакум,3,Паркет
3 өрөө,2016,Яармаг,15,Байгаа,Хан-Уул,Лизинггүй,Тагтгүй,48.66,Бүргэд,14,Вакум,3,Паркет
3 өрөө,2016,Зайсан,6,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,156.0,Бүргэд,2,Вакум,4,Паркет
2 өрөө,2015,Баянмонгол хороолол,17,Байхгүй,Баянзүрх,Банкны лизингтэй,Тагтгүй,62.0,Төмөр,10,Төмөр вакум,5,Паркет
2 өрөө,2020,Нисэх,12,Байгаа,Хан-Уул,Хувь лизингтэй,1 тагттай,63.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,1986,Төмөр зам,6,Байхгүй,Баянгол,Лизинггүй,1 тагттай,29.0,Бүргэд,5,Вакум,3,Паркет
3 өрөө,2009,"3, 4 хороолол",10,Байгаа,Баянгол,Лизинггүй,1 тагттай,107.0,Бүргэд,9,Вакум,5,Паркет
2 өрөө,2019,16-р хороолол,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,58.0,Бүргэд,7,Вакум,3,Паркет
2 өрөө,2019,Бусад,16,Байхгүй,Баянгол,Банкны лизингтэй,1 тагттай,58.8,Бүргэд,2,Вакум,2,Паркет
2 өрөө,2018,Яармаг,16,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,60.0,Бүргэд,13,Вакум,3,Паркет
4 өрөө,2014,Бусад,6,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,169.7,Бүргэд,4,Вакум,8,Паркет
2 өрөө,2013,13-р хороолол,9,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,43.66,Бүргэд,3,Вакум,2,Паркет
2 өрөө,2011,19-р хороолол,9,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,72.0,Бүргэд,7,Вакум,2,Паркет
3 өрөө,2018,Амгалан,9,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,72.14,Бүргэд,8,Вакум,3,Паркет
2 өрөө,2018,Хүннү,18,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,50.0,Бүргэд,5,Вакум,3,Паркет
3 өрөө,2020,Marshall town,21,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,106.26,Төмөр,3,Вакум,3,Паркет
1 өрөө,2014,Офицер,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,34.0,Бүргэд,3,Вакум,2,Паркет
5+ өрөө,2015,Zaisan luxury village,6,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,300.0,Бүргэд,5,Вакум,7,Паркет
4 өрөө,2019,19-р хороолол,15,Байхгүй,Хан-Уул,Хувь лизингтэй,Тагтгүй,91.5,Бүргэд,3,Вакум,5,Паркет
4 өрөө,2015,19-р хороолол,13,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,125.0,Бүргэд,10,Вакум,5,Паркет
3 өрөө,2020,"3, 4 хороолол",16,Байгаа,Баянгол,Лизинггүй,Тагтгүй,85.0,Бүргэд,9,Вакум,4,Паркет
3 өрөө,2010,14-р хороолол,11,Байгаа,Баянзүрх,Лизинггүй,2 тагттай,74.0,Бүргэд,8,Вакум,3,Паркет
2 өрөө,2019,13-р хороолол,6,Байгаа,Баянзүрх,Хувь лизингтэй,1 тагттай,50.0,Бүргэд,3,Вакум,3,Паркет
2 өрөө,2008,Офицер,4,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,57.4,Бүргэд,4,Вакум,3,Паркет
4 өрөө,2008,UB Town,4,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,116.0,Бүргэд,3,Вакум,5,Ламинат
2 өрөө,2020,13-р хороолол,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,44.0,Бүргэд,6,Вакум,3,Паркет
2 өрөө,1989,5 шар,5,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,29.0,Бүргэд,2,Вакум,3,Паркет
3 өрөө,2019,120 мянгат,12,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,58.15,Бүргэд,6,Вакум,4,Паркет
1 өрөө,2013,Яармаг,5,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,30.0,Төмөр,4,Вакум,1,Паркет
2 өрөө,1991,Төмөр зам,5,Байхгүй,Баянгол,Лизинггүй,1 тагттай,29.0,Бүргэд,5,Вакум,2,Паркет
3 өрөө,2010,Бусад,5,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,120.0,Бүргэд,5,Вакум,6,Паркет
3 өрөө,2019,14-р хороолол,6,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,66.0,Бүргэд,6,Вакум,3,Паркет
3 өрөө,2019,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,83.0,Бүргэд,3,Вакум,4,Паркет
4 өрөө,2011,Зайсан,10,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,128.0,Бүргэд,10,Вакум,4,Паркет
2 өрөө,2020,Зайсан,13,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,45.82,Төмөр,7,Вакум,4,Паркет
4 өрөө,2019,120 мянгат,16,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,112.0,Бүргэд,13,Вакум,5,Паркет
2 өрөө,2015,14-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,63.0,Бүргэд,2,Вакум,2,Паркет
3 өрөө,2017,1-р хороолол,12,Байхгүй,Баянгол,Банкны лизингтэй,1 тагттай,76.0,Төмөр,7,Вакум,5,Паркет
3 өрөө,2010,15-р хороолол,4,Байхгүй,Баянзүрх,Банкны лизингтэй,2 тагттай,68.0,Бүргэд,4,Вакум,5,Паркет
2 өрөө,2013,Алтай хотхон,6,Байгаа,Баянгол,Лизинггүй,1 тагттай,53.4,Вакум,1,Вакум,2,Паркет
2 өрөө,2012,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,49.0,Бүргэд,3,Вакум,3,Паркет
2 өрөө,2009,15-р хороолол,9,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,64.0,Бүргэд,8,Вакум,3,Паркет
3 өрөө,2010,Богд-Ар,10,Байхгүй,Баянгол,Лизинггүй,1 тагттай,103.0,Төмөр,4,Вакум,3,Паркет
3 өрөө,1992,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Банкны лизингтэй,1 тагттай,80.0,Бүргэд,1,Вакум,4,Мод
3 өрөө,1987,"3, 4 хороолол",2,Байхгүй,Баянгол,Лизинггүй,1 тагттай,74.0,Бүргэд,2,Вакум,4,Паркет
1 өрөө,1988,Баянбүрд,5,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,18.0,Төмөр,2,Вакум,3,Паркет
3 өрөө,2020,Бусад,6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,64.0,Бүргэд,3,Вакум,2,Паркет
2 өрөө,2019,Төмөр зам,16,Байхгүй,Баянгол,Хувь лизингтэй,1 тагттай,41.47,Төмөр,13,Вакум,3,Паркет
3 өрөө,2004,15-р хороолол,5,Байгаа,Баянзүрх,Банкны лизингтэй,1 тагттай,52.0,Вакум,2,Вакум,4,Паркет
3 өрөө,2015,Зайсан,8,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,110.0,Бүргэд,6,Вакум,3,Паркет
3 өрөө,2019,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,69.76,Бүргэд,7,Вакум,3,Паркет
2 өрөө,2014,Олимп хотхон,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,48.0,Бүргэд,8,Вакум,2,Паркет
2 өрөө,2019,Офицер,15,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,57.7,Вакум,9,Төмөр вакум,2,Паркет
3 өрөө,2015,Бусад,10,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,72.8,Бүргэд,9,Вакум,3,Паркет
